key,title,year,authors,reviewer1_decision,ai_decision,ai_reason,agreement
rayyan-486160922,"The outcomes of PICC insertion in pediatric patients at tertiary-care, university hospital",,Wongchompoo N.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160923,PILOT STUDY OF PERIPHERAL INTERNAL JUGULAR CATHETERS TO AVOID CVAD,,Dancel R. and Heath J. and Stephens J. and Finn E.,EXCLUDE,MAYBE,USG vs landmark PIVC with post-insertion data but unclear study design,DISAGREE
rayyan-486160924,Endoscopic Ultrasound-Guided Portosystemic Pressure Gradient Measurements in Patients with Cirrhosis and Non Cirrhotic Portal Hypertension,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160925,Particle Image Velocimetry to Evaluate Pulse Wave Velocity in Aorta Phantom with the lnD–U Method,,Moravia A. and Simoëns S. and El Hajem M. and Bou-Saïd B. and Menut M. and Kulis,EXCLUDE,EXCLUDE,Simulation/phantom study,AGREE
rayyan-486160926,Anaesthesia for vascular emergencies – a state of the art review,,Boucher N. and Dreksler H. and Hooper J. and Nagpal S. and MirGhassemi A. and Mi,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160927,Endoleak following endovascular repair of popliteal artery aneurysm: clinical outcome and contrast-enhanced ultrasound detection,,Wrede A. and Acosta S. and Lehti L. and Lorenzen U.S. and Zielinski A.H. and Eib,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160928,Impact of central venous port implantation method and access choice on outcomes,,Erdemir A. and Rasa H.K.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160929,European recommendations on the proper indication and use of peripheral venous access devices (the ERPIUP consensus): A WoCoVA project,,Pittiruti M. and Van Boxtel T. and Scoppettuolo G. and Carr P. and Konstantinou ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160930,Short peripheral intravenous catheter securement with cyanoacrylate glue compared to conventional dressing: A randomized controlled trial,,Bahl A. and Gibson S.M. and Jankowski D. and Chen N.-W.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160931,"Subcutaneously anchored securement for peripherally inserted central catheters: Immediate, early, and late complications",,Brescia F. and Pittiruti M. and Roveredo L. and Zanier C. and Morabito A. and Sa,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160932,POCUS at home: Point-of-care ultrasound for the home hospitalist,,Biggerstaff S. and Thompson R. and Restrepo D.,EXCLUDE,EXCLUDE,Not about PIVC,AGREE
rayyan-486160933,Safety of Stress Cardiac Magnetic Resonance in Patients With Moderate to Severe Aortic Valve Stenosis,,Salatzki J. and Ochs A. and Kirchgäßner N. and Heins J. and Seitz S. and Hund H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160934,Successful stenting of an obstructed Glenn anastomosis in a 20-month-old child,,Shrateh O.N. and Jobran A.W.M. and Hijjeh N. and Haymouni N. and Sbeitan I. and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160935,Neonatologist-Performed Ultrasound-Guided Internal Jugular Vein Cannulation,,Thakur A. and Modi M. and Kler N. and Garg P.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160936,Endoaortic Balloon Occlusion in Totally Endoscopic and Percutaneous Robotic Cardiac Surgery,,Kaneyuki D. and Yost C.C. and Round K. and Wu M. and Guy T.S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160937,A novel hybrid technique to treat flush mesenteric arterial occlusion in acute-on-chronic mesenteric ischemia,,Mundhada R.G. and Rewatkar A.D. and Rewatkar A.A. and Mundhada A.R. and Chandak ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160938,Cephalic Vein Cut Down for Total Implantable Venous Access Ports: A Retrospective Review of a Single Institution Series,,Vélez Á.B.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160939,Massive Pelvic Hematoma After Atrial Septal Defect Closure Via Femoral Vein Cannulation,,Wang S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160940,Bridging the Gap in Traditional PIVC Placement: An Evaluation of Operation STICK Vascular Access Outcomes,,Mielke N. and Xing Y. and Gibson S.M. and Diloreto E. and Bahl A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160941,Implanting Iodine-125 Seed Strand Inside the Portal Vein Stent: An Improved Approach to Endovascular Brachytherapy for Treatment of Patients with Hepa,,Zhang L. and Wang J. and Li Y. and Hou L. and Xia J. and Shen J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160942,Invasive measurement of hepatic venous pressure gradient before resection of hepatocellular carcinoma,,Hříbek P. and Klasová J. and Tůma T. and Pudil J. and Menclová K. and Mačinga T.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160943,Comparison of ultrasound guidance and palpation technique for femoral artery catheterization in children undergoing cardiac surgery,,Aktiz-Bıçak E. and Kılıç Y. and Elmastaş D. and Bıçak M. and Aldudak B. and Salı,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160944,Percutaneous transhepatic vein puncture occlusion of atrial septal defect combined with ectopic inferior vena cava connection a case report,,Zhou J. and Zhang S. and Zhao N. and Hu Y.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160945,Siting Central Venous Catheters Precisely by Means of the ECG Method - A Study to Prove Reliability -,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160946,Imaged-guided focused ultrasound in combination with various formulations of doxorubicin for the treatment of diffuse intrinsic pontine glioma,,Haumann R. and Bianco J.I. and Waranecki P.M. and Gaillard P.J. and Storm G. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160947,High-frame-rate contrast-enhanced ultrasound particle image velocimetry in patients with a stented superficial femoral artery: a feasibility study,,van Helvert M. and Engelhard S. and Voorneveld J. and van der Vee M. and Bosch J,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160948,Right thyrocervical trunk rupture after right internal jugular vein puncture: a case report and systematic review of the literature,,Ono Y. and Ueshima E. and Nakanishi N. and Shinohara K. and Yamada I. and Kotani,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160949,Peripheral cannulation and endoaortic balloon occlusion for management of porcelain aorta during cardiac surgery,,Hodges K.E. and Chemtob R.A. and Mehta A.R. and Pettersson G.B.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160950,Risk factors for peripheral venous catheter-related phlebitis stratified by body mass index in critically ill patients: A post-hoc analysis of the AMO,,Kashiura M. and Yasuda H. and Oishi T. and Kishihara Y. and Moriya T. and Kotani,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160951,Ultrasound guidance for internal jugular vein cannulation in neonates: Modified dynamic needle tip positioning short-axis out-of-plane technique versu,,Tan Y. and Tu Z. and Ye P. and Xu Y. and Ye M. and Bai L. and Liu L.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160952,Single direct right axillary artery cannulation using a modified Seldinger technique in minimally invasive cardiac surgery,,Nishijima S. and Nakamura Y. and Yoshiyama D. and Yasumoto Y. and Kuroda M. and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160953,Retrospective evaluation of 599 brachiocephalic vein cannulations in neonates and preterm infants,,Breschan C. and Graf G. and Arneitz C. and Stettner H. and Neuwersch S. and Stad,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160954,Distal radial access and postprocedural ultrasound evaluation of proximal and distal radial artery,,Horák D. and Bernat I. and Jirouš Š. and Slezák D. and Rokyta R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160955,Cephalic vein cut-down technique for severe venous spasm following axillary vein puncture at pacemaker implantation,,Hiruma T. and Nagase T. and Inoue K. and Nitta J. and Isobe M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160956,The Applicability of Thromboelastography in Acute Ischemic Stroke: A Literature Review,,Pîrlog B.O. and Grotta J.C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160957,Emergency Dynamic Central Venous Cannulation in Preterm Neonates- A Case Series,,Saravanakumar S. and Sridharan S. and Balamurugan R.J.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160958,"Pulmonary artery catheter knot in a liver transplantation, a rare complication",,Silva F.L. and Gomes J.L.U.M. and Boas W.W.V. and De Freitas G.V.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160959,Use of Peripheral Norepinephrine in Extracranial- Intracranial Bypass surgery for Moya-Moya,,Teixeira M. and Fatima B. and Savastano L. and Klaas J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160960,TALKING ABOUT COST-EFFECTIVENESS AND QUALITY IN THE CARE OF PATIENTS WITH PERIPHERAL VENOUS ACCESS: PIVC VS MINI-MIDLINE,,Ruiz Hernandez P. and Garcia Garcia P. and Sierra Bravo de Medina R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160961,Autologous Adoptive T Regulatory Cell Transfer in Autoimmune Diseases: Anon-randomized Open Label Phase 1 Pilot Study,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160962,Case report: Myocarditis following COVID-19 protein subunit vaccination,,Dong Y.-M. and Liu X. and Yang C.-T. and Qi Q. and Shi W.-B. and Li Y.-M. and Zu,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160963,Reverse tapered versus non-tapered peripherally inserted central catheters: A narrative review,,Bertoglio S.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160964,Delivery balloon volume positively correlates with the diameter and effective orifice area of implanted SAPIEN 3,,Nomura T. and Miyasaka M. and Nakashima M. and Saigan M. and Inoue A. and Enta Y,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160965,Contemporary Techniques for Femoral and Radial Arterial Access in the Cardiac Catheterization Laboratory,,Gladden J.D. and Gulati R. and Sandoval Y.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160966,Anaesthetist's adherence to aseptic ultrasound practices when performing Ultrasound Guided Peripheral Intravenous Cannulation (USGPIVC). A quality imp,,Taylor J. and E. Dhoss E. and Black M.B. and Llewellyn S. and Peters N.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160967,Percutaneous direct puncture embolization with gelfoam for high-flow priapism: a case report,,Suarez Anzorena A. and Padilla Giraldo J. and Schulte C. and Moreno F. and Suare,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160968,Ulinastatin Improves and Prevents Cardiac Dysfunction Induced by Cardiopulmonary Bypass by Reducing Cardiac Endothelial Permeability,,,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160969,Ultrasound and pathological manifestations of lesions in SD rats with hepatic Echinococcus multilocularis infection established by different methods,,Wu L.-L. and Yang L.-F. and Song T.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160970,"Variation in intraocular pressure by sex, age, and geographic location in China: A nationwide study of 284,937 adults",,Liu X. and Pan X. and Ma Y. and Jin C. and Wang B. and Ning Y.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160971,Effectiveness of a Hockey-Stick Probe to Localize a Catheter Fragment in a Dog,,Kim K. and Oh D. and Shin D. and Yoon J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160972,COVID-19 in a 16-Year-Old Adolescent With Mucopolysaccharidosis Type II: Case Report and Review of Literature,,Park S.Y. and Kim H.S. and Chu M.A. and Chung M.-H. and Kang S.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160973,"Blood Flow Quantification with High-Frame-Rate, Contrast-Enhanced Ultrasound Velocimetry in Stented Aortoiliac Arteries: In Vivo Feasibility",,Engelhard S. and van Helvert M. and Voorneveld J. and Bosch J.G. and Lajoinie G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160974,Analysis of related complications of totally implantable venous access ports in children's chemotherapy: Single center experience,,Zhang S. and Xiao Z. and Yang F.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160975,Ultrasound-guided cannulation of the brachiocephalic vein in newborns: A novel approach with a supraclavicular view for tip navigation and tip locatio,,Spagnuolo F. and Vacchiano T.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160976,Tunneling technique of PICCs and Midline catheters,,Giustivi D. and Gidaro A. and Baroni M. and Paglia S.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160977,Blunt Thoracic Aortic Injury and Contemporary Management Strategy,,Dahal R. and Acharya Y. and Tyroch A.H. and Mukherjee D.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160978,"A multicenter, randomized, dose-finding study of mechanochemical ablation using ClariVein and liquid polidocanol for great saphenous vein incompetence",,Lam Y.L. and Alozai T. and Schreve M.A. and de Smet A.A.E.A. and Vahl A.C. and N,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160979,Isolated Compartment Syndrome of the Hand After Intravenous Doxycycline Infiltration Injury,,Tirrell A.R. and Nigam M. and Hung R.W.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160980,Application of intracavitary ECG for positioning the totally implantable venous access port in the upper arm of cancer patients,,Shi L. and Chen H. and Yang Y. and Li H. and Zhang J.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160981,Effective treatment for massive neonatal catheter-related right atrial thrombosis,,Gong S. and Yang Y. and Tan M. and Chen J.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160982,US Guided vascular access for cardiac devices implantation. Long term safety and efficacy evaluation,,Slater C. and Camanho L.E.M. and Saad E.B. and Dias L.C. and Inacio L.A.O. and S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160983,USG Guided Deep Peripheral Venous Access Using Long Peripheral Catheter in Critically Ill Patients with Difficult Intravenous Access,,Soren D. and Khan M.S. and Prakash J. and Kumar S. and Bhattacharya P.K. and Kum,EXCLUDE,INCLUDE,USG vs landmark PIVC with post-insertion outcomes,DISAGREE
rayyan-486160984,PlacEntal Acute Atherosis RefLecting Subclinical Atherosclerosis,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160985,PICC versus midlines: Comparison of peripherally inserted central catheters and midline catheters with respect to incidence of thromboembolic and infe,,Bing S. and Smotherman C. and Rodriguez R.G. and Skarupa D.J. and Ra J.H. and Cr,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160986,What Will It Take to Increase Ultrasound Adoption?,,Seto A.H. and Abu-Fadel M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160987,Usefulness of transpedal intervention for inferior epigastric artery bleeding following catheter ablation: A case report,,Kusumoto H. and Ishibuchi K. and Takiuchi S. and Otsuji S.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160988,Determination of the Value of Neutrophil Gelatinase-associated Lipocalin and Renal Resistive Index in the Diagnosis and Prognosis of Sepsis-associated,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160989,Histopathological analysis of incompetent great saphenous veins after mechanochemical ablation treatment – An ex-vivo experiment,,Yang B. and Nie Q.-Q. and Fan X.-Q. and Zhang J.-B. and Liu P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160990,Preliminary Results of a New Illuminated Radiofrequency Ablation Catheter for the Treatment of Great Saphenous Vein Reflux Disease,,Beyaz M.O. and Oztas D.M. and Ulukan M.O. and Arslan H.M. and Unal O. and Ugurlu,EXCLUDE,EXCLUDE,Not about PIVC,AGREE
rayyan-486160991,Commentary: Can Automated Blood Culture Systems Be Both New and Improved?,,Buchan B.W.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160992,The role of venography in making intraoperative guidance and in diagnosing and predicting the postoperative complications in patients receiving implan,,Yang B. and Wang J. and Chen T. and Hou Y. and Zhou S. and Li Q. and Yuan M.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160993,A complex case of liver venous deprivation,,Modica F. and Barone R. and Caruso S. and Maruzzelli L. and Miraglia R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160994,Effect of Ultrasound-guided Insertion of Peripheral Catheters in the Forearm in Complications Incidence.,,,MAYBE,EXCLUDE,No ultrasound guidance mentioned,DISAGREE
rayyan-486160995,Ultrasound-guided portal vein puncture during Transjugular Intrahepatic Portosystemic Shunt: Technique and experience of a quaternary liver transplant,,Lamanna A. and Mitreski G. and Maingard J. and Owen A. and Schelleman T. and Goo,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
